"","ensembl_gene_id","chromosome_name","spin","hgnc_symbol","tpm_resting","tpm_activated"
"652","ENSG00000254245","chr5","Interior_Act1","PCDHGA3",16.2731835979206,0
"653","ENSG00000254245","chr5","Interior_Act2","PCDHGA3",16.2731835979206,0
"654","ENSG00000256771","chr19","Interior_Repr1","ZNF253",5863.35262767323,3898.78474745274
"655","ENSG00000257242","chr12","Interior_Act3","C12orf79",4890.78697850748,599.686679766798
"656","ENSG00000259070","chr14","Near_Lm2","LINC00639",10.2122081480915,0
"657","ENSG00000262209","chr5","Interior_Repr1","PCDHGB3",103.825890996838,13.28578858929
"658","ENSG00000262209","chr5","Interior_Act1","PCDHGB3",103.825890996838,13.28578858929
"659","ENSG00000262209","chr5","Interior_Act2","PCDHGB3",103.825890996838,13.28578858929
"660","ENSG00000262576","chr5","Interior_Repr1","PCDHGA4",36.8190571254725,7.15547341103623
"661","ENSG00000262576","chr5","Interior_Act1","PCDHGA4",36.8190571254725,7.15547341103623
"662","ENSG00000262576","chr5","Interior_Act2","PCDHGA4",36.8190571254725,7.15547341103623
"663","ENSG00000263753","chr18","Near_Lm2","LINC00667",6671.79539506786,2651.80515303844
"664","ENSG00000267374","chr18","Lamina","LINC00669",10.9660721411189,15.9402992766714
