"","chromosome_name","spin","spin_start","spin_end","ensembl_gene_id","hgnc_symbol"
"715","chr2","Near_Lm1",88299520,88399519,"ENSG00000172086","KRCC1"
"716","chr2","Near_Lm1",99716464,99816463,"ENSG00000241962","C2orf15"
"717","chr2","Interior_Repr2",99816464,99916463,"ENSG00000241962","C2orf15"
"718","chr2","Interior_Repr2",99916464,100016463,"ENSG00000241962","C2orf15"
"719","chr2","Interior_Repr2",99816464,99916463,"ENSG00000144214","LYG1"
"720","chr2","Interior_Repr2",99916464,100016463,"ENSG00000144214","LYG1"
"721","chr2","Near_Lm1",119657577,119757576,"ENSG00000019169","MARCO"
"722","chr2","Lamina",124757578,124857577,"ENSG00000155052","CNTNAP5"
"723","chr2","Lamina",124857578,124957577,"ENSG00000155052","CNTNAP5"
"724","chr2","Lamina",124957578,125057577,"ENSG00000155052","CNTNAP5"
"725","chr2","Lamina",125057578,125157577,"ENSG00000155052","CNTNAP5"
"726","chr2","Lamina",125157578,125257577,"ENSG00000155052","CNTNAP5"
"727","chr2","Lamina",125257578,125357577,"ENSG00000155052","CNTNAP5"
"728","chr2","Lamina",125357578,125457577,"ENSG00000155052","CNTNAP5"
"729","chr2","Lamina",125457578,125557577,"ENSG00000155052","CNTNAP5"
"730","chr2","Lamina",125557578,125657577,"ENSG00000155052","CNTNAP5"
"731","chr2","Lamina",125657578,125757577,"ENSG00000155052","CNTNAP5"
"732","chr2","Interior_Act2",131857574,131957573,"ENSG00000115762","PLEKHB2"
"733","chr2","Interior_Act2",131957574,132057573,"ENSG00000115762","PLEKHB2"
"734","chr2","Interior_Act1",132057574,132157573,"ENSG00000115762","PLEKHB2"
"735","chr2","Near_Lm2",132857574,132957573,"ENSG00000163046","ANKRD30BL"
"736","chr2","Near_Lm2",132957574,133057573,"ENSG00000163046","ANKRD30BL"
"737","chr2","Lamina",137457571,137557570,"ENSG00000144229","THSD7B"
"738","chr2","Lamina",137557571,137657570,"ENSG00000144229","THSD7B"
"739","chr2","Lamina",137657571,137757570,"ENSG00000144229","THSD7B"
"740","chr2","Lamina",137757571,137857570,"ENSG00000144229","THSD7B"
"741","chr2","Lamina",137857571,137957570,"ENSG00000144229","THSD7B"
"742","chr2","Lamina",137957571,138057570,"ENSG00000144229","THSD7B"
"743","chr2","Lamina",138057571,138157570,"ENSG00000144229","THSD7B"
"744","chr2","Lamina",138157571,138257570,"ENSG00000144229","THSD7B"
"745","chr2","Lamina",138257571,138357570,"ENSG00000144229","THSD7B"
"746","chr2","Lamina",138357571,138457570,"ENSG00000144229","THSD7B"
"747","chr2","Lamina",140957570,141057569,"ENSG00000168702","LRP1B"
"748","chr2","Lamina",141057570,141157569,"ENSG00000168702","LRP1B"
"749","chr2","Lamina",141157570,141257569,"ENSG00000168702","LRP1B"
"750","chr2","Lamina",141257570,141357569,"ENSG00000168702","LRP1B"
"751","chr2","Lamina",141357570,141457569,"ENSG00000168702","LRP1B"
"752","chr2","Lamina",141457570,141557569,"ENSG00000168702","LRP1B"
"753","chr2","Lamina",141557570,141657569,"ENSG00000168702","LRP1B"
"754","chr2","Lamina",141657570,141757569,"ENSG00000168702","LRP1B"
"755","chr2","Lamina",141757570,141857569,"ENSG00000168702","LRP1B"
"756","chr2","Lamina",141857570,141957569,"ENSG00000168702","LRP1B"
"757","chr2","Lamina",141957570,142057569,"ENSG00000168702","LRP1B"
"758","chr2","Lamina",142057570,142157569,"ENSG00000168702","LRP1B"
"759","chr2","Lamina",142157570,142257569,"ENSG00000168702","LRP1B"
"760","chr2","Lamina",142257570,142357569,"ENSG00000168702","LRP1B"
"761","chr2","Lamina",142357570,142457569,"ENSG00000168702","LRP1B"
"762","chr2","Lamina",142457570,142557569,"ENSG00000168702","LRP1B"
"763","chr2","Lamina",142557570,142657569,"ENSG00000168702","LRP1B"
"764","chr2","Lamina",142657570,142757569,"ENSG00000168702","LRP1B"
"765","chr2","Lamina",142757570,142857569,"ENSG00000168702","LRP1B"
"766","chr2","Lamina",142857570,142957569,"ENSG00000168702","LRP1B"
"767","chr2","Near_Lm2",148757570,148857569,"ENSG00000204406","MBD5"
"768","chr2","Near_Lm2",148857570,148957569,"ENSG00000204406","MBD5"
"769","chr2","Near_Lm2",148957570,149057569,"ENSG00000204406","MBD5"
"770","chr2","Lamina",149057570,149157569,"ENSG00000204406","MBD5"
"771","chr2","Near_Lm2",149157570,149257569,"ENSG00000204406","MBD5"
"772","chr2","Near_Lm2",149257570,149357569,"ENSG00000204406","MBD5"
"773","chr2","Interior_Act3",152656515,152756514,"ENSG00000182389","CACNB4"
"774","chr2","Interior_Act3",152756515,152856514,"ENSG00000182389","CACNB4"
"775","chr2","Interior_Act3",152856515,152956514,"ENSG00000182389","CACNB4"
"776","chr2","Lamina",154656514,154756513,"ENSG00000144278","GALNT13"
"777","chr2","Lamina",154756514,154856513,"ENSG00000144278","GALNT13"
"778","chr2","Lamina",154856514,154956513,"ENSG00000144278","GALNT13"
"779","chr2","Lamina",154956514,155056513,"ENSG00000144278","GALNT13"
"780","chr2","Lamina",155056514,155156513,"ENSG00000144278","GALNT13"
"781","chr2","Lamina",155166416,155256512,"ENSG00000144278","GALNT13"
"782","chr2","Lamina",155256513,155356512,"ENSG00000144278","GALNT13"
"783","chr2","Interior_Act3",159256513,159356512,"ENSG00000144283","PKP4"
"784","chr2","Interior_Act3",159356513,159456512,"ENSG00000144283","PKP4"
"785","chr2","Interior_Act3",159456513,159556512,"ENSG00000144283","PKP4"
"786","chr2","Interior_Act3",159756513,159856512,"ENSG00000115183","TANC1"
"787","chr2","Interior_Act3",159856513,159956512,"ENSG00000115183","TANC1"
"788","chr2","Interior_Act3",159984745,160056511,"ENSG00000115183","TANC1"
"789","chr2","Interior_Act3",160056512,160156511,"ENSG00000115183","TANC1"
"790","chr2","Interior_Act3",160156512,160256511,"ENSG00000123636","BAZ2B"
"791","chr2","Interior_Act3",160256512,160356511,"ENSG00000123636","BAZ2B"
"792","chr2","Interior_Act3",160356512,160456511,"ENSG00000123636","BAZ2B"
"793","chr2","Interior_Act3",160456512,160556511,"ENSG00000123636","BAZ2B"
"794","chr2","Near_Lm2",162256512,162356511,"ENSG00000144290","SLC4A10"
"795","chr2","Near_Lm2",162365239,162456510,"ENSG00000144290","SLC4A10"
"796","chr2","Lamina",162456511,162556510,"ENSG00000144290","SLC4A10"
"797","chr2","Lamina",162556511,162656510,"ENSG00000144290","SLC4A10"
"798","chr2","Lamina",162656511,162756510,"ENSG00000144290","SLC4A10"
"799","chr2","Lamina",162756511,162856510,"ENSG00000144290","SLC4A10"
"800","chr2","Lamina",164356511,164456510,"ENSG00000182263","FIGN"
"801","chr2","Lamina",164456511,164556510,"ENSG00000182263","FIGN"
"802","chr2","Lamina",164556511,164656510,"ENSG00000182263","FIGN"
"803","chr2","Lamina",166056511,166156510,"ENSG00000136531","SCN2A"
"804","chr2","Lamina",166156511,166256510,"ENSG00000136531","SCN2A"
"805","chr2","Interior_Act3",169656511,169756510,"ENSG00000152253","SPC25"
"806","chr2","Interior_Act3",169756511,169856510,"ENSG00000152253","SPC25"
"807","chr2","Interior_Act3",169756511,169856510,"ENSG00000152254","G6PC2"
"808","chr2","Interior_Act3",169956511,170056510,"ENSG00000081479","LRP2"
"809","chr2","Interior_Act3",170056511,170156510,"ENSG00000081479","LRP2"
"810","chr2","NAN",170105393,170105690,"ENSG00000081479","LRP2"
"811","chr2","NAN",170110122,170110398,"ENSG00000081479","LRP2"
"812","chr2","Interior_Act3",170156511,170256510,"ENSG00000081479","LRP2"
"813","chr2","Interior_Act3",178464729,178564728,"ENSG00000128655","PDE11A"
"814","chr2","Near_Lm2",178564729,178664728,"ENSG00000128655","PDE11A"
"815","chr2","Near_Lm2",178665212,178764727,"ENSG00000128655","PDE11A"
"816","chr2","Near_Lm2",178764728,178864727,"ENSG00000128655","PDE11A"
"817","chr2","Near_Lm2",178864728,178964727,"ENSG00000128655","PDE11A"
"818","chr2","Interior_Act3",178964728,179064727,"ENSG00000128655","PDE11A"
"819","chr2","Interior_Act3",178964728,179064727,"ENSG00000155636","RBM45"
"820","chr2","Lamina",182264728,182364727,"ENSG00000115232","ITGA4"
"821","chr2","Lamina",182364728,182464727,"ENSG00000115232","ITGA4"
"822","chr2","Near_Lm2",183764729,183864728,"ENSG00000061676","NCKAP1"
"823","chr2","Interior_Act3",183864729,183964728,"ENSG00000061676","NCKAP1"
"824","chr2","Near_Lm2",183964729,184064728,"ENSG00000163002","NUP35"
"825","chr2","NAN",184025116,184025233,"ENSG00000163002","NUP35"
"826","chr2","Near_Lm2",191864727,191964726,"ENSG00000138378","STAT4"
"827","chr2","Near_Lm2",191964727,192064726,"ENSG00000138378","STAT4"
"828","chr2","Near_Lm2",196964725,197064724,"ENSG00000138411","HECW2"
"829","chr2","Interior_Act3",197064725,197164724,"ENSG00000138411","HECW2"
"830","chr2","Interior_Act3",197164725,197264724,"ENSG00000138411","HECW2"
"831","chr2","Interior_Act3",197264725,197364724,"ENSG00000138411","HECW2"
"832","chr2","Interior_Act3",197364725,197464724,"ENSG00000138411","HECW2"
"833","chr2","Near_Lm2",200064724,200164723,"ENSG00000119042","SATB2"
"834","chr2","Near_Lm2",200164724,200264723,"ENSG00000119042","SATB2"
"835","chr2","Near_Lm2",200264724,200364723,"ENSG00000119042","SATB2"
"836","chr2","Near_Lm2",200564724,200664723,"ENSG00000226124","FTCDNL1"
"837","chr2","Near_Lm2",200664724,200764723,"ENSG00000226124","FTCDNL1"
"838","chr2","Interior_Repr2",202164724,202264723,"ENSG00000082146","STRADB"
"839","chr2","Interior_Repr2",202264724,202364723,"ENSG00000082146","STRADB"
"840","chr2","Lamina",213764725,213864724,"ENSG00000030419","IKZF2"
"841","chr2","Lamina",213864725,213964724,"ENSG00000030419","IKZF2"
"842","chr2","Lamina",213964725,214064724,"ENSG00000030419","IKZF2"
"843","chr2","Interior_Act3",216164724,216264723,"ENSG00000115414","FN1"
"844","chr2","Interior_Act3",216264724,216364723,"ENSG00000115414","FN1"
"845","chr2","Interior_Act3",216464724,216539644,"ENSG00000235770","LINC00607"
"846","chr2","Interior_Act3",216564724,216664723,"ENSG00000235770","LINC00607"
"847","chr2","Interior_Act3",216664724,216764723,"ENSG00000235770","LINC00607"
"848","chr2","Lamina",222964720,223064719,"ENSG00000135903","PAX3"
"849","chr2","Lamina",223064720,223164719,"ENSG00000135903","PAX3"
"850","chr2","Near_Lm2",223864719,223964718,"ENSG00000152049","KCNE4"
"851","chr2","Near_Lm2",223964719,224064718,"ENSG00000152049","KCNE4"
"852","chr20","Near_Lm2",8080648,8180647,"ENSG00000182621","PLCB1"
"853","chr20","Lamina",8180648,8232321,"ENSG00000182621","PLCB1"
"854","chr20","Lamina",8280648,8380647,"ENSG00000182621","PLCB1"
"855","chr20","Lamina",8380648,8480647,"ENSG00000182621","PLCB1"
"856","chr20","Lamina",8480648,8580647,"ENSG00000182621","PLCB1"
"857","chr20","Near_Lm2",8580648,8680647,"ENSG00000182621","PLCB1"
"858","chr20","Near_Lm2",8680648,8780647,"ENSG00000182621","PLCB1"
"859","chr20","Near_Lm2",8780648,8880647,"ENSG00000182621","PLCB1"
"860","chr20","Near_Lm2",8880648,8980647,"ENSG00000182621","PLCB1"
"861","chr20","Near_Lm2",16680646,16780645,"ENSG00000125879","OTOR"
"862","chr21","Near_Lm2",18872319,18972318,"ENSG00000154639","CXADR"
"863","chr21","Near_Lm2",19272318,19372317,"ENSG00000154645","CHODL"
"864","chr21","Lamina",19399222,19472318,"ENSG00000154645","CHODL"
"865","chr21","Lamina",19499479,19572317,"ENSG00000154645","CHODL"
"866","chr21","Lamina",19572318,19672317,"ENSG00000154645","CHODL"
"867","chr3","Near_Lm2",3041685,3141684,"ENSG00000091181","IL5RA"
"868","chr3","Near_Lm2",3141685,3241684,"ENSG00000091181","IL5RA"
"869","chr3","Near_Lm2",6741688,6841687,"ENSG00000196277","GRM7"
"870","chr3","Near_Lm2",6841688,6941687,"ENSG00000196277","GRM7"
"871","chr3","Lamina",6941688,7041687,"ENSG00000196277","GRM7"
"872","chr3","Lamina",7041688,7141687,"ENSG00000196277","GRM7"
"873","chr3","Lamina",7141688,7241687,"ENSG00000196277","GRM7"
"874","chr3","Lamina",7241688,7341687,"ENSG00000196277","GRM7"
"875","chr3","Lamina",7341688,7441687,"ENSG00000196277","GRM7"
"876","chr3","Lamina",7441688,7541687,"ENSG00000196277","GRM7"
"877","chr3","Lamina",7541688,7641687,"ENSG00000196277","GRM7"
"878","chr3","Lamina",7641688,7741687,"ENSG00000196277","GRM7"
"879","chr3","Lamina",7741688,7841687,"ENSG00000196277","GRM7"
"880","chr3","Lamina",7941688,8041687,"ENSG00000227110","LMCD1-AS1"
"881","chr3","Lamina",8041688,8141687,"ENSG00000227110","LMCD1-AS1"
"882","chr3","Lamina",8141688,8241687,"ENSG00000227110","LMCD1-AS1"
"883","chr3","Lamina",8241688,8335813,"ENSG00000227110","LMCD1-AS1"
"884","chr3","Near_Lm2",8381302,8441686,"ENSG00000227110","LMCD1-AS1"
"885","chr3","Near_Lm2",8441687,8541686,"ENSG00000227110","LMCD1-AS1"
"886","chr3","Near_Lm2",8541687,8641686,"ENSG00000227110","LMCD1-AS1"
"887","chr3","Near_Lm1",8641687,8741686,"ENSG00000227110","LMCD1-AS1"
"888","chr3","Lamina",23241492,23341491,"ENSG00000182247","UBE2E2"
"889","chr3","Lamina",23341492,23441491,"ENSG00000182247","UBE2E2"
"890","chr3","Lamina",23441492,23541491,"ENSG00000182247","UBE2E2"
"891","chr3","Near_Lm2",23541492,23641491,"ENSG00000182247","UBE2E2"
"892","chr3","Speckle",50637432,50737431,"ENSG00000088538","DOCK3"
"893","chr3","Speckle",50737432,50837431,"ENSG00000088538","DOCK3"
"894","chr3","Interior_Repr1",50837432,50937431,"ENSG00000088538","DOCK3"
"895","chr3","Interior_Repr1",50937432,51037431,"ENSG00000088538","DOCK3"
"896","chr3","Interior_Repr1",51037432,51137431,"ENSG00000088538","DOCK3"
"897","chr3","Interior_Repr1",51137432,51237431,"ENSG00000088538","DOCK3"
"898","chr3","Interior_Repr1",51237432,51337431,"ENSG00000088538","DOCK3"
"899","chr3","Interior_Repr1",51337432,51437431,"ENSG00000088538","DOCK3"
"900","chr3","Near_Lm1",54134028,54234027,"ENSG00000157445","CACNA2D3"
"901","chr3","Near_Lm1",54234028,54334027,"ENSG00000157445","CACNA2D3"
"902","chr3","Near_Lm1",54334028,54434027,"ENSG00000157445","CACNA2D3"
"903","chr3","Near_Lm1",54434028,54534027,"ENSG00000157445","CACNA2D3"
"904","chr3","Near_Lm1",54534028,54634027,"ENSG00000157445","CACNA2D3"
"905","chr3","Near_Lm1",54634028,54734027,"ENSG00000157445","CACNA2D3"
"906","chr3","Near_Lm1",54734028,54834027,"ENSG00000157445","CACNA2D3"
"907","chr3","Near_Lm1",54834028,54934027,"ENSG00000157445","CACNA2D3"
"908","chr3","Near_Lm1",54934028,55034027,"ENSG00000157445","CACNA2D3"
"909","chr3","Near_Lm1",55034028,55134027,"ENSG00000157445","CACNA2D3"
"910","chr3","Near_Lm1",59685727,59785726,"ENSG00000189283","FHIT"
"911","chr3","Near_Lm1",59785727,59885726,"ENSG00000189283","FHIT"
"912","chr3","Near_Lm1",59885727,59985726,"ENSG00000189283","FHIT"
"913","chr3","Near_Lm1",59985727,60085726,"ENSG00000189283","FHIT"
"914","chr3","Near_Lm1",60125245,60173303,"ENSG00000189283","FHIT"
"915","chr3","Near_Lm1",60185729,60258337,"ENSG00000189283","FHIT"
"916","chr3","Near_Lm1",60351864,60385733,"ENSG00000189283","FHIT"
"917","chr3","Near_Lm1",60385734,60485733,"ENSG00000189283","FHIT"
"918","chr3","Near_Lm1",60485734,60585733,"ENSG00000189283","FHIT"
"919","chr3","Near_Lm1",60585734,60685733,"ENSG00000189283","FHIT"
"920","chr3","Near_Lm1",60685734,60782101,"ENSG00000189283","FHIT"
"921","chr3","Near_Lm1",60829381,60885672,"ENSG00000189283","FHIT"
"922","chr3","Near_Lm1",60885673,60985672,"ENSG00000189283","FHIT"
"923","chr3","Near_Lm1",60985673,61059610,"ENSG00000189283","FHIT"
"924","chr3","Near_Lm1",61085674,61169874,"ENSG00000189283","FHIT"
"925","chr3","Near_Lm1",61185675,61285674,"ENSG00000189283","FHIT"
"926","chr3","Near_Lm1",61485675,61585674,"ENSG00000144724","PTPRG"
"927","chr3","Near_Lm1",61585675,61685674,"ENSG00000144724","PTPRG"
"928","chr3","Near_Lm1",61685675,61785674,"ENSG00000144724","PTPRG"
"929","chr3","Near_Lm1",61785675,61885674,"ENSG00000144724","PTPRG"
"930","chr3","Near_Lm1",61885675,61985674,"ENSG00000144724","PTPRG"
"931","chr3","Near_Lm1",61985675,62085674,"ENSG00000144724","PTPRG"
"932","chr3","Near_Lm1",62085675,62185674,"ENSG00000144724","PTPRG"
"933","chr3","Near_Lm1",62233576,62285675,"ENSG00000144724","PTPRG"
"934","chr3","Near_Lm1",62285676,62385675,"ENSG00000163618","CADPS"
"935","chr3","Near_Lm1",62385676,62485675,"ENSG00000163618","CADPS"
"936","chr3","Near_Lm1",62485676,62585675,"ENSG00000163618","CADPS"
"937","chr3","Near_Lm1",62585676,62685675,"ENSG00000163618","CADPS"
"938","chr3","Near_Lm2",62685676,62785675,"ENSG00000163618","CADPS"
"939","chr3","Near_Lm2",62785676,62885675,"ENSG00000163618","CADPS"
"940","chr3","Near_Lm1",64585677,64685676,"ENSG00000241684","ADAMTS9-AS2"
"941","chr3","Near_Lm1",64685677,64785676,"ENSG00000241684","ADAMTS9-AS2"
"942","chr3","Near_Lm1",64793400,64885675,"ENSG00000241684","ADAMTS9-AS2"
"943","chr3","Near_Lm1",64885676,64985675,"ENSG00000241684","ADAMTS9-AS2"
"944","chr3","Near_Lm1",64985676,65085675,"ENSG00000241684","ADAMTS9-AS2"
"945","chr3","Near_Lm1",65285676,65385675,"ENSG00000151276","MAGI1"
"946","chr3","Near_Lm1",65385676,65485675,"ENSG00000151276","MAGI1"
"947","chr3","Interior_Act3",65485676,65585675,"ENSG00000151276","MAGI1"
"948","chr3","Interior_Act3",65585676,65685675,"ENSG00000151276","MAGI1"
"949","chr3","Near_Lm1",65685676,65785675,"ENSG00000151276","MAGI1"
"950","chr3","Near_Lm1",65785676,65885675,"ENSG00000151276","MAGI1"
"951","chr3","Near_Lm1",65885676,65985675,"ENSG00000151276","MAGI1"
"952","chr3","Near_Lm1",65985676,66085675,"ENSG00000151276","MAGI1"
"953","chr3","Near_Lm2",68749152,68849151,"ENSG00000163377","FAM19A4"
"954","chr3","Near_Lm2",68849152,68949151,"ENSG00000163377","FAM19A4"
"955","chr3","Near_Lm2",68949152,69049151,"ENSG00000163377","FAM19A4"
"956","chr3","Near_Lm1",69149152,69249151,"ENSG00000114541","FRMD4B"
"957","chr3","Near_Lm1",69249152,69349151,"ENSG00000114541","FRMD4B"
"958","chr3","Near_Lm1",69349152,69449151,"ENSG00000114541","FRMD4B"
"959","chr3","Near_Lm1",69449152,69549151,"ENSG00000114541","FRMD4B"
"960","chr3","Near_Lm1",69549152,69649151,"ENSG00000114541","FRMD4B"
"961","chr3","Near_Lm1",70949152,71049151,"ENSG00000114861","FOXP1"
"962","chr3","Near_Lm1",71049152,71149151,"ENSG00000114861","FOXP1"
"963","chr3","Interior_Act3",71149152,71249151,"ENSG00000114861","FOXP1"
"964","chr3","Interior_Act3",71249152,71349151,"ENSG00000114861","FOXP1"
"965","chr3","Interior_Act3",71349152,71449151,"ENSG00000114861","FOXP1"
"966","chr3","Interior_Act3",71449152,71549151,"ENSG00000114861","FOXP1"
"967","chr3","Interior_Act3",71549152,71649151,"ENSG00000114861","FOXP1"
"968","chr3","Lamina",106518848,106618847,"ENSG00000242759","LINC00882"
"969","chr3","Lamina",106618848,106718847,"ENSG00000242759","LINC00882"
"970","chr3","Near_Lm2",106718848,106818847,"ENSG00000242759","LINC00882"
"971","chr3","Near_Lm2",106818848,106918847,"ENSG00000242759","LINC00882"
"972","chr3","Near_Lm2",106918848,107018847,"ENSG00000242759","LINC00882"
"973","chr3","Interior_Act3",107518848,107618847,"ENSG00000240423","LINC00636"
"974","chr3","Interior_Act3",107618848,107718847,"ENSG00000240423","LINC00636"
"975","chr3","Near_Lm2",111318848,111418847,"ENSG00000240891","PLCXD2"
"976","chr3","Near_Lm2",111418848,111518847,"ENSG00000240891","PLCXD2"
"977","chr3","Near_Lm2",111518848,111618847,"ENSG00000240891","PLCXD2"
"978","chr3","Near_Lm2",111818848,111918847,"ENSG00000172139","SLC9C1"
"979","chr3","Near_Lm2",111918848,112018847,"ENSG00000172139","SLC9C1"
"980","chr3","Near_Lm2",113818848,113918847,"ENSG00000151577","DRD3"
"981","chr3","Near_Lm2",114018848,114118847,"ENSG00000181722","ZBTB20"
"982","chr3","Near_Lm2",114118848,114218847,"ENSG00000181722","ZBTB20"
"983","chr3","Near_Lm2",114218848,114318847,"ENSG00000181722","ZBTB20"
"984","chr3","Lamina",114318848,114418847,"ENSG00000181722","ZBTB20"
"985","chr3","Lamina",114418848,114518847,"ENSG00000181722","ZBTB20"
"986","chr3","Lamina",114518848,114618847,"ENSG00000181722","ZBTB20"
"987","chr3","Lamina",114618848,114718847,"ENSG00000181722","ZBTB20"
"988","chr3","Near_Lm2",114718848,114818847,"ENSG00000181722","ZBTB20"
"989","chr3","Near_Lm2",114818848,114918847,"ENSG00000181722","ZBTB20"
"990","chr3","Near_Lm2",118918848,119018847,"ENSG00000240254","B4GALT4-AS1"
"991","chr3","Near_Lm2",121118848,121218847,"ENSG00000051341","POLQ"
"992","chr3","Interior_Act3",121218848,121318847,"ENSG00000051341","POLQ"
"993","chr3","Near_Lm1",131218845,131318844,"ENSG00000196353","CPNE4"
"994","chr3","Near_Lm1",131318845,131418844,"ENSG00000196353","CPNE4"
"995","chr3","Near_Lm1",131418845,131518844,"ENSG00000196353","CPNE4"
"996","chr3","Near_Lm1",131518845,131618844,"ENSG00000196353","CPNE4"
"997","chr3","Near_Lm1",131618845,131718844,"ENSG00000196353","CPNE4"
"998","chr3","Near_Lm1",131718845,131818844,"ENSG00000196353","CPNE4"
"999","chr3","Near_Lm1",131818845,131918844,"ENSG00000196353","CPNE4"
"1000","chr3","Near_Lm1",131918845,132018844,"ENSG00000196353","CPNE4"
"1001","chr3","Near_Lm1",132218845,132318844,"ENSG00000113971","NPHP3"
"1002","chr3","Near_Lm1",132318845,132418844,"ENSG00000113971","NPHP3"
"1003","chr3","Near_Lm1",132418845,132518844,"ENSG00000113971","NPHP3"
"1004","chr3","Near_Lm1",132318845,132418844,"ENSG00000081307","UBA5"
"1005","chr3","Near_Lm1",132418845,132518844,"ENSG00000248724","NPHP3-AS1"
"1006","chr3","Interior_Repr1",132517929,132518154,"ENSG00000248724","NPHP3-AS1"
"1007","chr3","Near_Lm1",132518845,132618844,"ENSG00000248724","NPHP3-AS1"
"1008","chr3","Near_Lm2",137618843,137718842,"ENSG00000066405","CLDN18"
"1009","chr3","Near_Lm2",137718843,137818842,"ENSG00000066405","CLDN18"
"1010","chr3","Near_Lm2",137718843,137818842,"ENSG00000158163","DZIP1L"
"1011","chr3","Near_Lm1",137818843,137918842,"ENSG00000158163","DZIP1L"
"1012","chr3","Lamina",145717788,145817787,"ENSG00000152952","PLOD2"
"1013","chr3","Lamina",145817788,145917787,"ENSG00000152952","PLOD2"
"1014","chr3","Near_Lm2",147017788,147117787,"ENSG00000152977","ZIC1"
"1015","chr3","Near_Lm2",147117788,147217787,"ENSG00000152977","ZIC1"
"1016","chr3","Lamina",147217788,147317787,"ENSG00000152977","ZIC1"
"1017","chr3","Near_Lm2",148717788,148817787,"ENSG00000071794","HLTF"
"1018","chr3","Interior_Act3",149617788,149717787,"ENSG00000070087","PFN2"
"1019","chr3","Interior_Act3",149717788,149817787,"ENSG00000070087","PFN2"
"1020","chr3","Near_Lm2",155017790,155117789,"ENSG00000114805","PLCH1"
"1021","chr3","Near_Lm2",155117790,155217789,"ENSG00000114805","PLCH1"
"1022","chr3","Near_Lm2",155217790,155317789,"ENSG00000114805","PLCH1"
"1023","chr3","Near_Lm2",155317790,155417789,"ENSG00000114805","PLCH1"
"1024","chr3","Near_Lm2",155417790,155517789,"ENSG00000114805","PLCH1"
"1025","chr3","Near_Lm2",158617790,158717789,"ENSG00000250588","IQCJ-SCHIP1"
"1026","chr3","Lamina",158717790,158817789,"ENSG00000250588","IQCJ-SCHIP1"
"1027","chr3","Lamina",158817790,158917789,"ENSG00000250588","IQCJ-SCHIP1"
"1028","chr3","Lamina",158917790,159017789,"ENSG00000250588","IQCJ-SCHIP1"
"1029","chr3","Lamina",159017790,159117789,"ENSG00000250588","IQCJ-SCHIP1"
"1030","chr3","Lamina",159117790,159217789,"ENSG00000250588","IQCJ-SCHIP1"
"1031","chr3","Lamina",159217790,159317789,"ENSG00000250588","IQCJ-SCHIP1"
"1032","chr3","Near_Lm2",159317790,159417789,"ENSG00000250588","IQCJ-SCHIP1"
"1033","chr3","Near_Lm2",159417790,159517789,"ENSG00000250588","IQCJ-SCHIP1"
"1034","chr3","Near_Lm2",159517790,159617789,"ENSG00000250588","IQCJ-SCHIP1"
"1035","chr3","Near_Lm2",158617790,158717789,"ENSG00000214216","IQCJ"
"1036","chr3","Lamina",158717790,158817789,"ENSG00000214216","IQCJ"
"1037","chr3","Lamina",158817790,158917789,"ENSG00000214216","IQCJ"
"1038","chr3","Lamina",158917790,159017789,"ENSG00000214216","IQCJ"
"1039","chr3","Lamina",160417789,160517788,"ENSG00000163590","PPM1L"
"1040","chr3","Lamina",160517789,160617788,"ENSG00000163590","PPM1L"
"1041","chr3","Lamina",160617789,160717788,"ENSG00000163590","PPM1L"
"1042","chr3","Lamina",160717789,160817788,"ENSG00000163590","PPM1L"
"1043","chr3","Near_Lm2",167917789,168017788,"ENSG00000206120","EGFEM1P"
"1044","chr3","Lamina",168017789,168117788,"ENSG00000206120","EGFEM1P"
"1045","chr3","Near_Lm2",168070408,168070677,"ENSG00000206120","EGFEM1P"
"1046","chr3","Lamina",168117789,168217788,"ENSG00000206120","EGFEM1P"
"1047","chr3","Lamina",168217789,168317788,"ENSG00000206120","EGFEM1P"
"1048","chr3","Lamina",168317789,168417788,"ENSG00000206120","EGFEM1P"
"1049","chr3","Lamina",168417789,168517788,"ENSG00000206120","EGFEM1P"
"1050","chr3","Lamina",168517789,168617788,"ENSG00000206120","EGFEM1P"
"1051","chr3","Interior_Act3",171717791,171817790,"ENSG00000075420","FNDC3B"
"1052","chr3","Interior_Act3",171817791,171917790,"ENSG00000075420","FNDC3B"
"1053","chr3","Interior_Act3",171917791,172017790,"ENSG00000075420","FNDC3B"
"1054","chr3","Interior_Act3",172017791,172117790,"ENSG00000075420","FNDC3B"
"1055","chr3","Interior_Act3",172117791,172217790,"ENSG00000075420","FNDC3B"
"1056","chr3","Lamina",174117791,174217790,"ENSG00000177694","NAALADL2"
"1057","chr3","Lamina",174217791,174317790,"ENSG00000177694","NAALADL2"
"1058","chr3","Lamina",174317791,174417790,"ENSG00000177694","NAALADL2"
"1059","chr3","Lamina",174417791,174517790,"ENSG00000177694","NAALADL2"
"1060","chr3","Lamina",174517791,174617790,"ENSG00000177694","NAALADL2"
"1061","chr3","Lamina",174617791,174717790,"ENSG00000177694","NAALADL2"
"1062","chr3","Lamina",174717791,174817790,"ENSG00000177694","NAALADL2"
"1063","chr3","Lamina",174817791,174917790,"ENSG00000177694","NAALADL2"
"1064","chr3","Lamina",174956991,175017789,"ENSG00000177694","NAALADL2"
"1065","chr3","Lamina",175017790,175117789,"ENSG00000177694","NAALADL2"
"1066","chr3","Lamina",175136003,175217788,"ENSG00000177694","NAALADL2"
